eul_aid,eul_wid,author_display_string,author_english,author_greek,work_display_string,work_english,work_greek,period,dialect,domain,format,affiliation,passages,grc_pdf,grc_md,grc_txt
hbw,hbw-aa,anaxandrides-comicus,Anaxandrides Comicus,Ἀναξανδρίδης ὁ κωμικός,anaxandrides-drinking-fate,Fragments on Drinking and Fate,Ἀποσπάσματα περὶ Πόσεως καὶ Εἱμαρμένης,Classical,"Attic (com, frg)",Comedy,Verse,,217,grc/anaxandrides-drinking-fate-hbw-aa.grc.pdf,grc/anaxandrides-drinking-fate-hbw-aa.grc.md,grc/anaxandrides-drinking-fate-hbw-aa.grc.txt
hbw,hbw-ab,anaxandrides-comicus,Anaxandrides Comicus,Ἀναξανδρίδης ὁ κωμικός,anaxandrides-fate,Fragments on Fate,Ἀποσπάσματα περὶ Εἱμαρμένης,Classical,"Attic (com, frg)",Comedy,Verse,,194,grc/anaxandrides-fate-hbw-ab.grc.pdf,grc/anaxandrides-fate-hbw-ab.grc.md,grc/anaxandrides-fate-hbw-ab.grc.txt
fhs,fhs-ab,anaxarchus-of-abdera,Anaxarchus of Abdera,Ἀνάξαρχος ὁ Ἀβδηρίτης,anaxarchus-abdera-kingship-wisdom,On Kingship and Wisdom,Ἀποσπάσματα,Classical,"Attic (phi, frg)",Philosophy,Collection,Democritean,3,grc/anaxarchus-abdera-kingship-wisdom-fhs-ab.grc.pdf,grc/anaxarchus-abdera-kingship-wisdom-fhs-ab.grc.md,grc/anaxarchus-abdera-kingship-wisdom-fhs-ab.grc.txt
fhs,fhs-aa,anaxarchus-of-abdera,Anaxarchus of Abdera,Ἀνάξαρχος ὁ Ἀβδηρίτης,anaxarchus-abdera-testimonies,Testimonies,Μαρτυρίαι,Classical,"Attic (phi, frg)",Philosophy,Collection,Democritean,16,grc/anaxarchus-abdera-testimonies-fhs-aa.grc.pdf,grc/anaxarchus-abdera-testimonies-fhs-aa.grc.md,grc/anaxarchus-abdera-testimonies-fhs-aa.grc.txt
iio,iio-aa,anaxicrates-historicus,Anaxicrates Historicus,Ἀναξικράτης ὁ Ἱστορικός,anaxicrates-argolic-histories,Argolic Histories,Ἀποσπάσματα,Hellenistic,Attic (frg),History,Prose,,3,grc/anaxicrates-argolic-histories-iio-aa.grc.pdf,grc/anaxicrates-argolic-histories-iio-aa.grc.md,grc/anaxicrates-argolic-histories-iio-aa.grc.txt
hdu,hdu-ab,anaxilas-the-comic-poet,Anaxilas the Comic Poet,Ἀναξίλας ὁ κωμικός (ὁ Ῥηγῖνος),anaxilas-comic-fragments,Comic Fragments on Daily Life,Ἀποσπάσματα περὶ Βίου Καθημερινοῦ,Classical,"Attic (com, frg)",Comedy,Verse,,98,grc/anaxilas-comic-fragments-hdu-ab.grc.pdf,grc/anaxilas-comic-fragments-hdu-ab.grc.md,grc/anaxilas-comic-fragments-hdu-ab.grc.txt
hdu,hdu-aa,anaxilas-the-comic-poet,Anaxilas the Comic Poet,Ἀναξίλας ὁ κωμικός (ὁ Ῥηγῖνος),anaxilas-rural-life,Fragments on Rural Life,Ἀποσπάσματα περὶ Βίου Ἀγροικοῦ,Classical,"Attic (com, frg)",Comedy,Verse,,106,grc/anaxilas-rural-life-hdu-aa.grc.pdf,grc/anaxilas-rural-life-hdu-aa.grc.md,grc/anaxilas-rural-life-hdu-aa.grc.txt
aua,aua-ab,anaximander-of-miletus,Anaximander of Miletus,Ἀναξίμανδρος ὁ Μιλήσιος,anaximander-miletus-nature-infinite,On the Nature of the Infinite,Ἀποσπάσματα,Archaic,Ionic (frg),Philosophy,Collection,Presocratic,6,grc/anaximander-miletus-nature-infinite-aua-ab.grc.pdf,grc/anaximander-miletus-nature-infinite-aua-ab.grc.md,grc/anaximander-miletus-nature-infinite-aua-ab.grc.txt
aua,aua-aa,anaximander-of-miletus,Anaximander of Miletus,Ἀναξίμανδρος ὁ Μιλήσιος,anaximander-miletus-testimonies,Testimonies,Μαρτυρίαι,Archaic,Ionic (frg),Philosophy,Collection,Presocratic,33,grc/anaximander-miletus-testimonies-aua-aa.grc.pdf,grc/anaximander-miletus-testimonies-aua-aa.grc.md,grc/anaximander-miletus-testimonies-aua-aa.grc.txt
fhi,fhi-ac,anaximenes-of-lampsacus,Anaximenes of Lampsacus,Ἀναξιμένης ὁ Λαμψακηνός,anaximenes-lampsacus-historical-rhetorical,Historical and Rhetorical Fragments,Ἀποσπάσματα,Classical,Attic,History,Collection,,46,grc/anaximenes-lampsacus-historical-rhetorical-fhi-ac.grc.pdf,grc/anaximenes-lampsacus-historical-rhetorical-fhi-ac.grc.md,grc/anaximenes-lampsacus-historical-rhetorical-fhi-ac.grc.txt
fhi,fhi-aa,anaximenes-of-lampsacus,Anaximenes of Lampsacus,Ἀναξιμένης ὁ Λαμψακηνός,anaximenes-lampsacus-rhetoric-alexander,Rhetoric to Alexander,Τέχνη Ῥητορικὴ πρὸς Ἀλέξανδρον,Classical,Attic,History,Collection,,338,grc/anaximenes-lampsacus-rhetoric-alexander-fhi-aa.grc.pdf,grc/anaximenes-lampsacus-rhetoric-alexander-fhi-aa.grc.md,grc/anaximenes-lampsacus-rhetoric-alexander-fhi-aa.grc.txt
fhi,fhi-ab,anaximenes-of-lampsacus,Anaximenes of Lampsacus,Ἀναξιμένης ὁ Λαμψακηνός,anaximenes-lampsacus-testimonies,Testimonies,Μαρτυρίαι,Classical,Attic,History,Collection,,33,grc/anaximenes-lampsacus-testimonies-fhi-ab.grc.pdf,grc/anaximenes-lampsacus-testimonies-fhi-ab.grc.md,grc/anaximenes-lampsacus-testimonies-fhi-ab.grc.txt
bcm,bcm-ab,anaximenes-of-miletus,Anaximenes of Miletus,Ἀναξιμένης ὁ Μιλήσιος,anaximenes-miletus-cold-heat,Fragments on Cold and Heat,Ἀποσπάσματα περὶ Ψύχους καὶ Θέρμης,Archaic,Ionic,Philosophy,Collection,Presocratic,4,grc/anaximenes-miletus-cold-heat-bcm-ab.grc.pdf,grc/anaximenes-miletus-cold-heat-bcm-ab.grc.md,grc/anaximenes-miletus-cold-heat-bcm-ab.grc.txt
bcm,bcm-aa,anaximenes-of-miletus,Anaximenes of Miletus,Ἀναξιμένης ὁ Μιλήσιος,anaximenes-miletus-testimonies,Testimonies,Μαρτυρίαι,Archaic,Ionic,Philosophy,Collection,Presocratic,24,grc/anaximenes-miletus-testimonies-bcm-aa.grc.pdf,grc/anaximenes-miletus-testimonies-bcm-aa.grc.md,grc/anaximenes-miletus-testimonies-bcm-aa.grc.txt
etm,etm-aa,anaximenes-ps-miletus-letters,Anaximenes-pseudo Miletus Letters,Ἀναξιμένους τοῦ Μιλησίου Ἐπιστολαί (Ψευδο-Ἀναξιμένης),anaximenes-miletus-letters-philosophers,Letters on Philosophers,Ἐπιστολαὶ περὶ Φιλοσόφων,Classical,Ionic,Oratory,Epistle,Presocratic,4,grc/anaximenes-miletus-letters-philosophers-etm-aa.grc.pdf,grc/anaximenes-miletus-letters-philosophers-etm-aa.grc.md,grc/anaximenes-miletus-letters-philosophers-etm-aa.grc.txt
hvw,hvw-ab,anaxippus-the-comic-poet,Anaxippus the Comic Poet,Ἀνάξιππος ὁ κωμικός,anaxippus-cooks-art-and-death,Cook's Art and Death,Ἀποσπάσματα,Hellenistic,Attic Comedy,Comedy,Verse,,59,grc/anaxippus-cooks-art-and-death-hvw-ab.grc.pdf,grc/anaxippus-cooks-art-and-death-hvw-ab.grc.md,grc/anaxippus-cooks-art-and-death-hvw-ab.grc.txt
hvw,hvw-aa,anaxippus-the-comic-poet,Anaxippus the Comic Poet,Ἀνάξιππος ὁ κωμικός,anaxippus-cooking-fragments,Fragments on Cooking,Ἀποσπάσματα περὶ Ὀψοποιίας,Hellenistic,Attic Comedy,Comedy,Verse,,61,grc/anaxippus-cooking-fragments-hvw-aa.grc.pdf,grc/anaxippus-cooking-fragments-hvw-aa.grc.md,grc/anaxippus-cooking-fragments-hvw-aa.grc.txt
eym,eym-ab,andocides,Andocides,Ἀνδοκίδης,andocides-against-alcibiades,Against Alcibiades,Κατὰ Ἀλκιβιάδου,Classical,Attic,Oratory,Oration,,37,grc/andocides-against-alcibiades-eym-ab.grc.pdf,grc/andocides-against-alcibiades-eym-ab.grc.md,grc/andocides-against-alcibiades-eym-ab.grc.txt
eym,eym-ae,andocides,Andocides,Ἀνδοκίδης,andocides-political-speeches,Fragments of Political Speeches,Ἀποσπάσματα πολιτικῶν λόγων,Classical,Attic,Oratory,Oration,,12,grc/andocides-political-speeches-eym-ae.grc.pdf,grc/andocides-political-speeches-eym-ae.grc.md,grc/andocides-political-speeches-eym-ae.grc.txt
eym,eym-ac,andocides,Andocides,Ἀνδοκίδης,andocides-descent,On His Own Descent,Περὶ τῆς ἑαυτοῦ καθόδου,Classical,Attic,Oratory,Oration,,25,grc/andocides-descent-eym-ac.grc.pdf,grc/andocides-descent-eym-ac.grc.md,grc/andocides-descent-eym-ac.grc.txt
eym,eym-aa,andocides,Andocides,Ἀνδοκίδης,andocides-peace-lacedaemonians,On Peace with the Lacedaemonians,Περὶ τῆς πρὸς Λακεδαιμονίους εἰρήνης,Classical,Attic,Oratory,Oration,,39,grc/andocides-peace-lacedaemonians-eym-aa.grc.pdf,grc/andocides-peace-lacedaemonians-eym-aa.grc.md,grc/andocides-peace-lacedaemonians-eym-aa.grc.txt
eym,eym-ad,andocides,Andocides,Ἀνδοκίδης,andocides-mysteries,On the Mysteries,Περὶ τῶν μυστηρίων,Classical,Attic,Oratory,Oration,,125,grc/andocides-mysteries-eym-ad.grc.pdf,grc/andocides-mysteries-eym-ad.grc.md,grc/andocides-mysteries-eym-ad.grc.txt
saw,saw-aa,andreas-the-historian,Andreas the Historian,Ἀνδρέας ὁ ἱστορικός,andreas-sicilian-cities,Fragments on Sicilian Cities,Ἀποσπάσματα περὶ Σικελικῶν Πόλεων,Late Antique,Koine (frg),History,Prose,,2,grc/andreas-sicilian-cities-saw-aa.grc.pdf,grc/andreas-sicilian-cities-saw-aa.grc.md,grc/andreas-sicilian-cities-saw-aa.grc.txt
lze,lze-aa,andriscus-the-pretender,Andriscus the Pretender,Ἀνδρίσκος ὁ Πλαστός,andriscus-naxian-tales-of-polycrite,Naxian Tales of Polycrite,Ἀποσπάσματα,Hellenistic,Koine,History,Prose,,5,grc/andriscus-naxian-tales-of-polycrite-lze-aa.grc.pdf,grc/andriscus-naxian-tales-of-polycrite-lze-aa.grc.md,grc/andriscus-naxian-tales-of-polycrite-lze-aa.grc.txt
gue,gue-aa,androetas-of-tenos,Androetas of Tenos,Ἀνδροέτας ὁ Τήνιος,androetas-tenos-periplus-propontis,Periplus of the Propontis,Ἀπόσπασμα,Classical,Ionic (frg),History,Prose,,2,grc/androetas-tenos-periplus-propontis-gue-aa.grc.pdf,grc/androetas-tenos-periplus-propontis-gue-aa.grc.md,grc/androetas-tenos-periplus-propontis-gue-aa.grc.txt
obk,obk-aa,andromachus-the-elder,Andromachus the Elder Physician of Crete,Ἀνδρόμαχος ὁ Κρητικός,andromachus-crete-hymn-nero,Hymn to Nero the Antidote,Ἀπόσπασμα,Roman,Technical Koine,Poetry,Verse,,174,grc/andromachus-crete-hymn-nero-obk-aa.grc.pdf,grc/andromachus-crete-hymn-nero-obk-aa.grc.md,grc/andromachus-crete-hymn-nero-obk-aa.grc.txt
mps,mps-aa,andron-of-alexandria,Andron of Alexandria,Ἄνδρων ὁ Ἀλεξανδρεύς,andron-alexandria-education,Fragments on Alexandrian Education,Ἀποσπάσματα περὶ τῆς Ἀλεξανδρείας Παιδείας,Hellenistic,Koine (frg),History,Prose,,2,grc/andron-alexandria-education-mps-aa.grc.pdf,grc/andron-alexandria-education-mps-aa.grc.md,grc/andron-alexandria-education-mps-aa.grc.txt
fmi,fmi-aa,andron-of-ephesus,Andron of Ephesus the Historian,Ἄνδρων ὁ Ἐφέσιος,andron-ephesus-seven-sages-pythagoras,On the Seven Sages and Pythagoras,Ἀποσπάσματα,Classical,Ionic (frg),History,Prose,,8,grc/andron-ephesus-seven-sages-pythagoras-fmi-aa.grc.pdf,grc/andron-ephesus-seven-sages-pythagoras-fmi-aa.grc.md,grc/andron-ephesus-seven-sages-pythagoras-fmi-aa.grc.txt
bpe,bpe-aa,andron-of-halicarnassus,Andron of Halicarnassus I,Ἄνδρων ὁ Ἁλικαρνασσεύς,andron-halicarnassus-genealogies,Fragments on Genealogies,Ἀποσπάσματα περὶ Γενεαλογιῶν,Archaic,Mixed Dialects (frg),History,Prose,,18,grc/andron-halicarnassus-genealogies-bpe-aa.grc.pdf,grc/andron-halicarnassus-genealogies-bpe-aa.grc.md,grc/andron-halicarnassus-genealogies-bpe-aa.grc.txt
cte,cte-aa,andron-of-halicarnassus,Andron of Halicarnassus II,Ἄνδρων ὁ Ἁλικαρνασσεύς,andron-halicarnassus-ii-geography-fragments,Fragments on Geography,Ἀποσπάσματα περὶ Γεωγραφίας,Classical,Ionic (frg),Geography,Prose,,3,grc/andron-halicarnassus-ii-geography-fragments-cte-aa.grc.pdf,grc/andron-halicarnassus-ii-geography-fragments-cte-aa.grc.md,grc/andron-halicarnassus-ii-geography-fragments-cte-aa.grc.txt
nbq,nbq-aa,andronicus-of-rhodes,Andronicus of Rhodes,Ἀνδρόνικος ὁ Ῥόδιος,andronicus-rhodes-passions-book-1,"On Passions, Book 1",Περὶ παθῶν,Hellenistic,Attic Philosophical,Philosophy,Treatise,Peripatetic,36,grc/andronicus-rhodes-passions-book-1-nbq-aa.grc.pdf,grc/andronicus-rhodes-passions-book-1-nbq-aa.grc.md,grc/andronicus-rhodes-passions-book-1-nbq-aa.grc.txt
nbq,nbq-ab,andronicus-of-rhodes,Andronicus of Rhodes,Ἀνδρόνικος ὁ Ῥόδιος,andronicus-rhodes-passions-book-2,"On Passions, Book 2",Περὶ παθῶν,Hellenistic,Attic Philosophical,Philosophy,Treatise,Peripatetic,28,grc/andronicus-rhodes-passions-book-2-nbq-ab.grc.pdf,grc/andronicus-rhodes-passions-book-2-nbq-ab.grc.md,grc/andronicus-rhodes-passions-book-2-nbq-ab.grc.txt
ebu,ebu-aa,androtion-atheniensis,Androtion Atheniensis,Ἀνδροτίων ὁ Ἀθηναῖος,androtion-athens-fragments,Fragments on Athenian History,Ἀποσπάσματα περὶ τῆς Ἀθηναίων Ἱστορίας,Classical,Attic,History,Prose,,63,grc/androtion-athens-fragments-ebu-aa.grc.pdf,grc/androtion-athens-fragments-ebu-aa.grc.md,grc/androtion-athens-fragments-ebu-aa.grc.txt
rbw,rbw-aa,anonymous-avircius-marcellus,Anonymous (To Avircius Marcellus),,anon-avircius-marcellus-cataphrygians,To Avircius Marcellus-the Cataphrygians,,Uncertain,,,,,8,grc/anon-avircius-marcellus-cataphrygians-rbw-aa.grc.pdf,grc/anon-avircius-marcellus-cataphrygians-rbw-aa.grc.md,grc/anon-avircius-marcellus-cataphrygians-rbw-aa.grc.txt
xum,xum-aa,anonymous-comm-aristotle-post-analytics-1,Anonymous Commentary on Aristotle (Posterior Analytics 1),,anon-comm-aristotle-first-book-posterior-analytics,Commentary-the First Book of Posterior Analytics,,Uncertain,,,,,12,grc/anon-comm-aristotle-first-book-posterior-analytics-xum-aa.grc.pdf,grc/anon-comm-aristotle-first-book-posterior-analytics-xum-aa.grc.md,grc/anon-comm-aristotle-first-book-posterior-analytics-xum-aa.grc.txt
wmg,wmg-aa,anonymous-comm-aristotle-post-analytics-2,Anonymous Commentary on Aristotle (Posterior Analytics 2),,anon-comm-aristotle-posterior-analytics-2,Anonymous Commentary-the Second Book of Posterior Analytics,,Uncertain,,,,,57,grc/anon-comm-aristotle-posterior-analytics-2-wmg-aa.grc.pdf,grc/anon-comm-aristotle-posterior-analytics-2-wmg-aa.grc.md,grc/anon-comm-aristotle-posterior-analytics-2-wmg-aa.grc.txt
tqk,tqk-aa,anonymous-greek-lexicon,Anonymous Greek Lexicon,Ἀνώνυμον Λεξικὸν Ἑλληνικόν,anonymous-greek-lexicon-fragment,Lexicon Fragment,Λεξικοῦ Ἀπόσπασμα,Late Antique,Koine,Grammar,Treatise,,155,grc/anonymous-greek-lexicon-fragment-tqk-aa.grc.pdf,grc/anonymous-greek-lexicon-fragment-tqk-aa.grc.md,grc/anonymous-greek-lexicon-fragment-tqk-aa.grc.txt
jco,jco-ab,antagoras-of-rhodes,Antagoras of Rhodes,Ἀνταγόρας ὁ Ῥόδιος,antagoras-rhodes-epigrams,Epigrams (Anthologia Selection),Ἐπιγράμματα,Hellenistic,Epic (Homeric),Epic,Verse,,10,grc/antagoras-rhodes-epigrams-jco-ab.grc.pdf,grc/antagoras-rhodes-epigrams-jco-ab.grc.md,grc/antagoras-rhodes-epigrams-jco-ab.grc.txt
jco,jco-aa,antagoras-of-rhodes,Antagoras of Rhodes,Ἀνταγόρας ὁ Ῥόδιος,antagoras-rhodes-epigrams,Epigrams (Hymn-Fragments),Ἐπιγράμματα,Hellenistic,Epic (Homeric),Epic,Verse,,3,grc/antagoras-rhodes-epigrams-jco-aa.grc.pdf,grc/antagoras-rhodes-epigrams-jco-aa.grc.md,grc/antagoras-rhodes-epigrams-jco-aa.grc.txt
bfo,bfo-aa,antenor-of-athens,Antenor of Athens,Ἀντήνωρ ὁ Ἀθηναῖος,antenor-athens-bees-migration,On Cretan Bees and Migration,Ἀπόσπασμα,Archaic,Attic,History,Prose,,2,grc/antenor-athens-bees-migration-bfo-aa.grc.pdf,grc/antenor-athens-bees-migration-bfo-aa.grc.md,grc/antenor-athens-bees-migration-bfo-aa.grc.txt
vdg,vdg-aa,anthemius-of-tralles,Anthemius of Tralles,Ἀνθέμιος ὁ Τραλλιανός,anthemius-tralles-mathematical-fragment,Mathematical Fragment from Bobbio,Μαθηματικὸν Ἀπόσπασμα ἐκ Βοβίου,Late Antique,Technical Koine,Mathematics,Treatise,,7,grc/anthemius-tralles-mathematical-fragment-vdg-aa.grc.pdf,grc/anthemius-tralles-mathematical-fragment-vdg-aa.grc.md,grc/anthemius-tralles-mathematical-fragment-vdg-aa.grc.txt
vdg,vdg-ab,anthemius-of-tralles,Anthemius of Tralles,Ἀνθέμιος ὁ Τραλλιανός,anthemius-tralles-paradoxical-machines,On Paradoxical Machines,Περὶ παραδόξων μηχανημάτων,Late Antique,Technical Koine,Mathematics,Treatise,,10,grc/anthemius-tralles-paradoxical-machines-vdg-ab.grc.pdf,grc/anthemius-tralles-paradoxical-machines-vdg-ab.grc.md,grc/anthemius-tralles-paradoxical-machines-vdg-ab.grc.txt
tpg,tpg-aa,anthology-anon,Anthology  Anonymous,Ἀνώνυμος ἀνθολογία,anthology-anon-philogelos-jokes,"Philogelos or Jokes, Under Authors Hierocles and Philagrius",Φιλόγελως,Late Antique,Koine,Poetry,Verse,,395,grc/anthology-anon-philogelos-jokes-tpg-aa.grc.pdf,grc/anthology-anon-philogelos-jokes-tpg-aa.grc.md,grc/anthology-anon-philogelos-jokes-tpg-aa.grc.txt
cks,cks-aa,antidotus-the-comic-poet,Antidotus the Comic Poet,Ἀντίδοτος ὁ Κωμικός,antidotus-comic-healing,Fragments on Healing,Ἀποσπάσματα περὶ Ἰάσεως,Classical,"Attic (com, frg)",Comedy,Verse,,7,grc/antidotus-comic-healing-cks-aa.grc.pdf,grc/antidotus-comic-healing-cks-aa.grc.md,grc/antidotus-comic-healing-cks-aa.grc.txt
cks,cks-ab,antidotus-the-comic-poet,Antidotus the Comic Poet,Ἀντίδοτος ὁ Κωμικός,antidotus-comic-art-parasitism,Fragments on the Art of Parasitism,Ἀποσπάσματα περὶ Τέχνης Παρασιτισμοῦ,Classical,"Attic (com, frg)",Comedy,Verse,,6,grc/antidotus-comic-art-parasitism-cks-ab.grc.pdf,grc/antidotus-comic-art-parasitism-cks-ab.grc.md,grc/antidotus-comic-art-parasitism-cks-ab.grc.txt
lhm,lhm-aa,antigenes-the-historian,Antigenes the Historian,Ἀντιγένης,antigenes-rivers-macedonia,On the Rivers of Macedonia,Ἀπόσπασμα,Hellenistic,Attic (frg),History,Prose,,2,grc/antigenes-rivers-macedonia-lhm-aa.grc.pdf,grc/antigenes-rivers-macedonia-lhm-aa.grc.md,grc/antigenes-rivers-macedonia-lhm-aa.grc.txt
hty,hty-aa,antigonus-letters,Antigonus Letters,Ἀντιγόνου Ἐπιστολή,antigonus-letters-zeno,Letter to Zeno,Ἐπιστολή,Hellenistic,Koine,Oratory,Epistle,,1,grc/antigonus-letters-zeno-hty-aa.grc.pdf,grc/antigonus-letters-zeno-hty-aa.grc.md,grc/antigonus-letters-zeno-hty-aa.grc.txt
kku,kku-aa,antigonus-of-carystus,Antigonus of Carystus II,Ἀντίγονος ὁ Καρύστιος,antigonus-carystus-italic-history,Fragments on Italic History,Ἀποσπάσματα περὶ τῆς Ἰταλικῆς Ἱστορίας,Hellenistic,Koine,Biography,Prose,,5,grc/antigonus-carystus-italic-history-kku-aa.grc.pdf,grc/antigonus-carystus-italic-history-kku-aa.grc.md,grc/antigonus-carystus-italic-history-kku-aa.grc.txt
knc,knc-aa,antigonus-of-carystus,Antigonus of Carystus,Ἀντίγονος ὁ Καρύστιος,antigonus-carystus-marvelous-histories,Collection of Marvelous Histories,Συναγωγὴ Θαυμασίων Ἱστοριῶν,Hellenistic,Koine,Biography,Prose,,149,grc/antigonus-carystus-marvelous-histories-knc-aa.grc.pdf,grc/antigonus-carystus-marvelous-histories-knc-aa.grc.md,grc/antigonus-carystus-marvelous-histories-knc-aa.grc.txt
knc,knc-ac,antigonus-of-carystus,Antigonus of Carystus,Ἀντίγονος ὁ Καρύστιος,antigonus-carystus-epigram,Epigram,Ἐπίγραμμα,Hellenistic,Koine,Biography,Prose,,2,grc/antigonus-carystus-epigram-knc-ac.grc.pdf,grc/antigonus-carystus-epigram-knc-ac.grc.md,grc/antigonus-carystus-epigram-knc-ac.grc.txt
knc,knc-ab,antigonus-of-carystus,Antigonus of Carystus,Ἀντίγονος ὁ Καρύστιος,antigonus-carystus-natural-wonders,Fragments on Natural Wonders,Ἀποσπάσματα περὶ Θαυμασίων Φύσεως,Hellenistic,Koine,Biography,Prose,,4,grc/antigonus-carystus-natural-wonders-knc-ab.grc.pdf,grc/antigonus-carystus-natural-wonders-knc-ab.grc.md,grc/antigonus-carystus-natural-wonders-knc-ab.grc.txt
mks,mks-aa,antileon-the-historian,Antileon the Historian,Ἀντιλέων ὁ Ἱστορικός,antileon-chronicles-time,Chronicles of Time,Ἀποσπάσματα,Hellenistic,Koine (frg),History,Prose,,4,grc/antileon-chronicles-time-mks-aa.grc.pdf,grc/antileon-chronicles-time-mks-aa.grc.md,grc/antileon-chronicles-time-mks-aa.grc.txt
ehe,ehe-ad,antimachus-of-colophon,Antimachus of Colophon,Ἀντίμαχος ὁ Κολοφώνιος,antimachus-colophon-epigram,Epigram,Ἐπίγραμμα,Classical,Epic (Homeric) (frg),Poetry,Verse,,6,grc/antimachus-colophon-epigram-ehe-ad.grc.pdf,grc/antimachus-colophon-epigram-ehe-ad.grc.md,grc/antimachus-colophon-epigram-ehe-ad.grc.txt
ehe,ehe-ab,antimachus-of-colophon,Antimachus of Colophon,Ἀντίμαχος ὁ Κολοφώνιος,antimachus-colophon-thebaid-fragments,Fragments of the Thebaid,Ἀποσπάσματα τῆς Θηβαΐδος,Classical,Epic (Homeric) (frg),Poetry,Verse,,169,grc/antimachus-colophon-thebaid-fragments-ehe-ab.grc.pdf,grc/antimachus-colophon-thebaid-fragments-ehe-ab.grc.md,grc/antimachus-colophon-thebaid-fragments-ehe-ab.grc.txt
ehe,ehe-aa,antimachus-of-colophon,Antimachus of Colophon,Ἀντίμαχος ὁ Κολοφώνιος,antimachus-colophon-myth-ships,Fragments on Myth and Ships,Ἀποσπάσματα περὶ Μύθων καὶ Νεῶν,Classical,Epic (Homeric) (frg),Poetry,Verse,,18,grc/antimachus-colophon-myth-ships-ehe-aa.grc.pdf,grc/antimachus-colophon-myth-ships-ehe-aa.grc.md,grc/antimachus-colophon-myth-ships-ehe-aa.grc.txt
ehe,ehe-ac,antimachus-of-colophon,Antimachus of Colophon,Ἀντίμαχος ὁ Κολοφώνιος,antimachus-colophon-thebes-titans,Fragments on Thebes and Titans,Ἀποσπάσματα περὶ Θηβῶν καὶ Τιτάνων,Classical,Epic (Homeric) (frg),Poetry,Verse,,43,grc/antimachus-colophon-thebes-titans-ehe-ac.grc.pdf,grc/antimachus-colophon-thebes-titans-ehe-ac.grc.md,grc/antimachus-colophon-thebes-titans-ehe-ac.grc.txt
msk,msk-aa,antiochus-of-ascalon,Antiochus of Ascalon,Ἀντίοχος ὁ Ἀσκαλώνιος,antiochus-ascalon-fragments,Fragments on Antiochus of Ascalon,Ἀποσπάσματα περὶ Ἀντιόχου τοῦ Ἀσκαλωνίτου,Hellenistic,Attic Philosophical,Philosophy,Treatise,Eclectic,21,grc/antiochus-ascalon-fragments-msk-aa.grc.pdf,grc/antiochus-ascalon-fragments-msk-aa.grc.md,grc/antiochus-ascalon-fragments-msk-aa.grc.txt
dxe,dxe-aa,antiochus-of-syracuse,Antiochus of Syracuse,Ἀντίοχος ὁ Συρακούσιος,antiochus-syracuse-sicily-italy,On Sicily and Italy,Ἀποσπάσματα,Classical,Ionic (frg),History,Prose,,16,grc/antiochus-syracuse-sicily-italy-dxe-aa.grc.pdf,grc/antiochus-syracuse-sicily-italy-dxe-aa.grc.md,grc/antiochus-syracuse-sicily-italy-dxe-aa.grc.txt
lcc,lcc-aa,antipater-of-tarsus,Antipater of Tarsus,Ἀντίπατρος ὁ Ταρσεύς,antipater-of-tarsus-testimonies,Testimonies and Fragments,Μαρτυρίαι καὶ Ἀποσπάσματα,Hellenistic,Mixed Dialects,Philosophy,Collection,Stoic,68,grc/antipater-of-tarsus-testimonies-lcc-aa.grc.pdf,grc/antipater-of-tarsus-testimonies-lcc-aa.grc.md,grc/antipater-of-tarsus-testimonies-lcc-aa.grc.txt
fgy,fgy-ab,antiphanes-the-comic-poet,Antiphanes the Comic Poet,Ἀντιφάνης ὁ κωμικός,antiphanes-comic-food-folly,Comic Fragments on Food and Folly,Ἀποσπάσματα περὶ Σίτων καὶ Μωρίας,Classical,"Attic (com, frg)",Comedy,Verse,,979,grc/antiphanes-comic-food-folly-fgy-ab.grc.pdf,grc/antiphanes-comic-food-folly-fgy-ab.grc.md,grc/antiphanes-comic-food-folly-fgy-ab.grc.txt
fgy,fgy-aa,antiphanes-the-comic-poet,Antiphanes the Comic Poet,Ἀντιφάνης ὁ κωμικός,antiphanes-love-feasting,Comic Fragments on Love and Feasting,Ἀποσπάσματα περὶ Ἔρωτος καὶ Συμποσίου,Classical,"Attic (com, frg)",Comedy,Verse,,1056,grc/antiphanes-love-feasting-fgy-aa.grc.pdf,grc/antiphanes-love-feasting-fgy-aa.grc.md,grc/antiphanes-love-feasting-fgy-aa.grc.txt
bqs,bqs-ai,antiphon-of-athens,Antiphon of Athens,Ἀντιφῶν ὁ Ἀθηναῖος,antiphon-athens-oligarchy-democracy,Fragments on Oligarchy and Democracy,Ἀποσπάσματα περὶ Ὀλιγαρχίας καὶ Δημοκρατίας,Classical,Attic,Oratory,Oration,Sophist,9,grc/antiphon-athens-oligarchy-democracy-bqs-ai.grc.pdf,grc/antiphon-athens-oligarchy-democracy-bqs-ai.grc.md,grc/antiphon-athens-oligarchy-democracy-bqs-ai.grc.txt
bqs,bqs-ah,antiphon-of-athens,Antiphon of Athens,Ἀντιφῶν ὁ Ἀθηναῖος,antiphon-athens-sedition-defense,On Sedition and Political Defense,Ἀποσπάσματα,Classical,Attic,Oratory,Oration,Sophist,132,grc/antiphon-athens-sedition-defense-bqs-ah.grc.pdf,grc/antiphon-athens-sedition-defense-bqs-ah.grc.md,grc/antiphon-athens-sedition-defense-bqs-ah.grc.txt
