eul_aid,eul_wid,author_display_string,author_english,author_greek,work_display_string,work_english,work_greek,period,dialect,domain,format,affiliation,passages,grc_pdf,grc_md,grc_txt
bqs,bqs-aa,antiphon-of-athens,Antiphon of Athens,Ἀντιφῶν ὁ Ἀθηναῖος,antiphon-athens-sorcery-stepmother,On Sorcery-The Stepmother,Φαρμακείας κατὰ τῆς μητρυιᾶς,Classical,Attic,Oratory,Oration,Sophist,27,grc/antiphon-athens-sorcery-stepmother-bqs-aa.grc.pdf,grc/antiphon-athens-sorcery-stepmother-bqs-aa.grc.md,grc/antiphon-athens-sorcery-stepmother-bqs-aa.grc.txt
bqs,bqs-ac,antiphon-of-athens,Antiphon of Athens,Ἀντιφῶν ὁ Ἀθηναῖος,antiphon-athens-dancer,On the Dancer,Περὶ τοῦ χορευτοῦ,Classical,Attic,Oratory,Oration,Sophist,39,grc/antiphon-athens-dancer-bqs-ac.grc.pdf,grc/antiphon-athens-dancer-bqs-ac.grc.md,grc/antiphon-athens-dancer-bqs-ac.grc.txt
bqs,bqs-ab,antiphon-of-athens,Antiphon of Athens,Ἀντιφῶν ὁ Ἀθηναῖος,antiphon-athens-murder-herodes,On the Murder of Herodes,Περὶ τοῦ Ἡρῷδου φόνου,Classical,Attic,Oratory,Oration,Sophist,85,grc/antiphon-athens-murder-herodes-bqs-ab.grc.pdf,grc/antiphon-athens-murder-herodes-bqs-ab.grc.md,grc/antiphon-athens-murder-herodes-bqs-ab.grc.txt
bqs,bqs-ag,antiphon-of-athens,Antiphon of Athens,Ἀντιφῶν ὁ Ἀθηναῖος,antiphon-athens-samothracian-tribute,On the Samothracian Tribute,Ἀποσπάσματα,Classical,Attic,Oratory,Oration,Sophist,33,grc/antiphon-athens-samothracian-tribute-bqs-ag.grc.pdf,grc/antiphon-athens-samothracian-tribute-bqs-ag.grc.md,grc/antiphon-athens-samothracian-tribute-bqs-ag.grc.txt
bqs,bqs-ad,antiphon-of-athens,Antiphon of Athens,Ἀντιφῶν ὁ Ἀθηναῖος,antiphon-athens-tetralogy-a,Tetralogy A,Τετραλογία Α΄,Classical,Attic,Oratory,Oration,Sophist,38,grc/antiphon-athens-tetralogy-a-bqs-ad.grc.pdf,grc/antiphon-athens-tetralogy-a-bqs-ad.grc.md,grc/antiphon-athens-tetralogy-a-bqs-ad.grc.txt
bqs,bqs-ae,antiphon-of-athens,Antiphon of Athens,Ἀντιφῶν ὁ Ἀθηναῖος,antiphon-athens-tetralogy-b,Tetralogy B,Τετραλογία Β΄,Classical,Attic,Oratory,Oration,Sophist,31,grc/antiphon-athens-tetralogy-b-bqs-ae.grc.pdf,grc/antiphon-athens-tetralogy-b-bqs-ae.grc.md,grc/antiphon-athens-tetralogy-b-bqs-ae.grc.txt
bqs,bqs-af,antiphon-of-athens,Antiphon of Athens,Ἀντιφῶν ὁ Ἀθηναῖος,antiphon-athens-tetralogy-c,Tetralogy C,Τετραλογία Γ΄,Classical,Attic,Oratory,Oration,Sophist,29,grc/antiphon-athens-tetralogy-c-bqs-af.grc.pdf,grc/antiphon-athens-tetralogy-c-bqs-af.grc.md,grc/antiphon-athens-tetralogy-c-bqs-af.grc.txt
dbg,dbg-aa,antiphon-of-rhamnus,Antiphon of Rhamnus,Ἀντιφῶν ὁ Ῥαμνούσιος,antiphon-rhamnus-meleager-hunt,Fragments on Meleager and the Hunt,Ἀποσπάσματα περὶ Μελεάγρου καὶ τῆς Κυνηγίας,Classical,Attic,Drama,Verse,Sophist,5,grc/antiphon-rhamnus-meleager-hunt-dbg-aa.grc.pdf,grc/antiphon-rhamnus-meleager-hunt-dbg-aa.grc.md,grc/antiphon-rhamnus-meleager-hunt-dbg-aa.grc.txt
brc,brc-ad,antiphon-the-sophist-of-athens,Antiphon the Sophist of Athens,Ἀντιφῶν ὁ Ἀθηναῖος (ὁ Σοφιστής),antiphon-athens-human-nature-barbarians,On Human Nature and Barbarians,Ἀποσπάσματα,Classical,Attic,Oratory,Collection,Sophist,24,grc/antiphon-athens-human-nature-barbarians-brc-ad.grc.pdf,grc/antiphon-athens-human-nature-barbarians-brc-ad.grc.md,grc/antiphon-athens-human-nature-barbarians-brc-ad.grc.txt
brc,brc-ab,antiphon-the-sophist-of-athens,Antiphon the Sophist of Athens,Ἀντιφῶν ὁ Ἀθηναῖος (ὁ Σοφιστής),antiphon-athens-nature-justice,On Nature and Justice,Ἀποσπάσματα,Classical,Attic,Oratory,Collection,Sophist,155,grc/antiphon-athens-nature-justice-brc-ab.grc.pdf,grc/antiphon-athens-nature-justice-brc-ab.grc.md,grc/antiphon-athens-nature-justice-brc-ab.grc.txt
brc,brc-ac,antiphon-the-sophist-of-athens,Antiphon the Sophist of Athens,Ἀντιφῶν ὁ Ἀθηναῖος (ὁ Σοφιστής),antiphon-athens-truth,On Truth,Ἀποσπάσματα,Classical,Attic,Oratory,Collection,Sophist,140,grc/antiphon-athens-truth-brc-ac.grc.pdf,grc/antiphon-athens-truth-brc-ac.grc.md,grc/antiphon-athens-truth-brc-ac.grc.txt
brc,brc-aa,antiphon-the-sophist-of-athens,Antiphon the Sophist of Athens,Ἀντιφῶν ὁ Ἀθηναῖος (ὁ Σοφιστής),antiphon-athens-testimonies,Testimonies,Μαρτυρίαι,Classical,Attic,Oratory,Collection,Sophist,9,grc/antiphon-athens-testimonies-brc-aa.grc.pdf,grc/antiphon-athens-testimonies-brc-aa.grc.md,grc/antiphon-athens-testimonies-brc-aa.grc.txt
dhu,dhu-aa,antisthenes-of-athens,Antisthenes of Athens II,Ἀντισθένης ὁ Ἀθηναῖος,antisthenes-athens-declamations,Declamations Fragments,Αἴας ἢ Αἴαντος λόγος,Classical,Attic Philosophical,Philosophy,Verse,Cynic,163,grc/antisthenes-athens-declamations-dhu-aa.grc.pdf,grc/antisthenes-athens-declamations-dhu-aa.grc.md,grc/antisthenes-athens-declamations-dhu-aa.grc.txt
dhu,dhu-ab,antisthenes-of-athens,Antisthenes of Athens II,Ἀντισθένης ὁ Ἀθηναῖος,antisthenes-athens-exhortation-fragments,Fragments on Exhortation,Ὀδυσσεὺς ἢ Ὀδυσσέως λόγος,Classical,Attic Philosophical,Philosophy,Verse,Cynic,133,grc/antisthenes-athens-exhortation-fragments-dhu-ab.grc.pdf,grc/antisthenes-athens-exhortation-fragments-dhu-ab.grc.md,grc/antisthenes-athens-exhortation-fragments-dhu-ab.grc.txt
frs,frs-aa,antisthenes-of-athens,Antisthenes of Athens I,Ἀντισθένης ὁ Ἀθηναῖος,antisthenes-athens-testimonies,Testimonies,Μαρτυρίαι,Classical,Attic Philosophical,Philosophy,Prose,Cynic,3,grc/antisthenes-athens-testimonies-frs-aa.grc.pdf,grc/antisthenes-athens-testimonies-frs-aa.grc.md,grc/antisthenes-athens-testimonies-frs-aa.grc.txt
ppk,ppk-aa,antoninus-pius-letters,Antoninus Pius Letters,Ἀντωνίνου Πίου Ἐπιστολαί,antoninus-pius-asia-letter,Letter to the Community of Asia,Πρὸς τὴν Ἀσίαν Κοινότητα,Roman,Koine,History,Epistle,,1,grc/antoninus-pius-asia-letter-ppk-aa.grc.pdf,grc/antoninus-pius-asia-letter-ppk-aa.grc.md,grc/antoninus-pius-asia-letter-ppk-aa.grc.txt
rey,rey-aa,antoninus-the-mythographer,Antoninus the Mythographer,Ἀντωνῖνος Λιβεράλις,antoninus-mythographer-metamorphoses,Collection of Metamorphoses,Συναγωγὴ Μεταμορφώσεων,Roman,Koine,Fiction,Prose,,225,grc/antoninus-mythographer-metamorphoses-rey-aa.grc.pdf,grc/antoninus-mythographer-metamorphoses-rey-aa.grc.md,grc/antoninus-mythographer-metamorphoses-rey-aa.grc.txt
qhw,qhw-ab,antonius-diogenes,Antonius Diogenes the Erotic Writer,Ἀντώνιος Διογένης,antonius-diogenes-incredible-things,On Incredible Things (Fragment A),Περὶ Ἀπίστων,Roman,Koine,Fiction,Prose,,1,grc/antonius-diogenes-incredible-things-qhw-ab.grc.pdf,grc/antonius-diogenes-incredible-things-qhw-ab.grc.md,grc/antonius-diogenes-incredible-things-qhw-ab.grc.txt
qhw,qhw-ac,antonius-diogenes,Antonius Diogenes the Erotic Writer,Ἀντώνιος Διογένης,antonius-diogenes-incredible-things,On Incredible Things (Fragment B),Περὶ Ἀπίστων,Roman,Koine,Fiction,Prose,,2,grc/antonius-diogenes-incredible-things-qhw-ac.grc.pdf,grc/antonius-diogenes-incredible-things-qhw-ac.grc.md,grc/antonius-diogenes-incredible-things-qhw-ac.grc.txt
qhw,qhw-aa,antonius-diogenes,Antonius Diogenes the Erotic Writer,Ἀντώνιος Διογένης,antonius-diogenes-incredible-things,On Incredible Things or Herpyllis,Περὶ Ἀπίστων ἢ Ἑρπυλλίδος,Roman,Koine,Fiction,Prose,,3,grc/antonius-diogenes-incredible-things-qhw-aa.grc.pdf,grc/antonius-diogenes-incredible-things-qhw-aa.grc.md,grc/antonius-diogenes-incredible-things-qhw-aa.grc.txt
qig,qig-aa,antyllus-the-surgeon,Antyllus the Surgeon,Ἄντυλλος ὁ ἰατρός,antyllus-work-enemas-three-reasons,"From the Work-Enemas, That They are Taken for Three Reasons",Ἐκ τοῦ περὶ κλυσμῶν ὅτι διὰ τρεῖς αἰτίας,Roman,Koine (frg),Medicine,Treatise,,3,grc/antyllus-work-enemas-three-reasons-qig-aa.grc.pdf,grc/antyllus-work-enemas-three-reasons-qig-aa.grc.md,grc/antyllus-work-enemas-three-reasons-qig-aa.grc.txt
vng,vng-ab,aphthonius-commentary-anon,Anonymous Commentary on Aphthonius,Ἀνώνυμος ὑπόμνημα εἰς Ἀφθόνιον,anon-comm-aphthonius-prolegomena,Prolegomena to Progymnasmata,Προλεγόμενα εἰς Προγυμνάσματα,Late Antique,Technical Koine,Oratory,Oration,Sophist,8,grc/anon-comm-aphthonius-prolegomena-vng-ab.grc.pdf,grc/anon-comm-aphthonius-prolegomena-vng-ab.grc.md,grc/anon-comm-aphthonius-prolegomena-vng-ab.grc.txt
vng,vng-aa,aphthonius-commentary-anon,Anonymous Commentary on Aphthonius,Ἀνώνυμος ὑπόμνημα εἰς Ἀφθόνιον,anon-comm-aphthonius-prolegomena,Prolegomena to Progymnasmata by an Uncertain Author,Προλεγόμενα εἰς Προγυμνάσματα ὑπὸ Ἀδήλου,Late Antique,Technical Koine,Oratory,Oration,Sophist,13,grc/anon-comm-aphthonius-prolegomena-vng-aa.grc.pdf,grc/anon-comm-aphthonius-prolegomena-vng-aa.grc.md,grc/anon-comm-aphthonius-prolegomena-vng-aa.grc.txt
txi,txi-aa,aphthonius-of-antioch,Aphthonius of Antioch,Ἀφθόνιος Ἀντιοχεὺς ὁ Σύρος,aphthonius-antioch-preliminary-exercises,Preliminary Exercises,Προγυμνάσματα,Late Antique,Atticizing Technical,Oratory,Oration,Sophist,51,grc/aphthonius-antioch-preliminary-exercises-txi-aa.grc.pdf,grc/aphthonius-antioch-preliminary-exercises-txi-aa.grc.md,grc/aphthonius-antioch-preliminary-exercises-txi-aa.grc.txt
nlq,nlq-ac,apion-alexandrinus,Apion Alexandrinus,Ἀπίων ὁ Ἀλεξανδρεύς,apion-alexandrinus-egyptian-histories,Egyptian Histories Fragments,Ἀποσπάσματα,Roman,Koine,Grammar,Treatise,Sophist,40,grc/apion-alexandrinus-egyptian-histories-nlq-ac.grc.pdf,grc/apion-alexandrinus-egyptian-histories-nlq-ac.grc.md,grc/apion-alexandrinus-egyptian-histories-nlq-ac.grc.txt
nlq,nlq-aa,apion-alexandrinus,Apion Alexandrinus,Ἀπίων ὁ Ἀλεξανδρεύς,apion-alexandrinus-homeric-glosses,Homeric Glosses (Recension A),Ἀποσπάσματα περὶ Ὁμηρικῶν Γλωσσῶν,Roman,Koine,Grammar,Treatise,Sophist,48,grc/apion-alexandrinus-homeric-glosses-nlq-aa.grc.pdf,grc/apion-alexandrinus-homeric-glosses-nlq-aa.grc.md,grc/apion-alexandrinus-homeric-glosses-nlq-aa.grc.txt
nlq,nlq-ab,apion-alexandrinus,Apion Alexandrinus,Ἀπίων ὁ Ἀλεξανδρεύς,apion-alexandrinus-homeric-glosses,Homeric Glosses (Recension B),Ἀποσπάσματα περὶ Ὁμηρικῶν Γλωσσῶν,Roman,Koine,Grammar,Treatise,Sophist,158,grc/apion-alexandrinus-homeric-glosses-nlq-ab.grc.pdf,grc/apion-alexandrinus-homeric-glosses-nlq-ab.grc.md,grc/apion-alexandrinus-homeric-glosses-nlq-ab.grc.txt
imu,imu-aa,apollas-ponticus,Apollas Ponticus,Ἀπολλᾶς ὁ Ποντικός,apollas-ponticus-delphi-peloponnesian,On Delphi and Peloponnesian Cities,Ἀποσπάσματα,Hellenistic,Koine (frg),History,Prose,,9,grc/apollas-ponticus-delphi-peloponnesian-imu-aa.grc.pdf,grc/apollas-ponticus-delphi-peloponnesian-imu-aa.grc.md,grc/apollas-ponticus-delphi-peloponnesian-imu-aa.grc.txt
moe,moe-aa,apollodorus-of-artemita,Apollodorus of Artemita,Ἀπολλόδωρος ὁ Ἀρτεμιτηνός,apollodorus-artemita-historical-parthia,Historical Fragments on Parthia,Ἀποσπάσματα περὶ Παρθίας,Hellenistic,Koine (frg),History,Prose,,6,grc/apollodorus-artemita-historical-parthia-moe-aa.grc.pdf,grc/apollodorus-artemita-historical-parthia-moe-aa.grc.md,grc/apollodorus-artemita-historical-parthia-moe-aa.grc.txt
lcm,lcm-aa,apollodorus-of-athens,Apollodorus of Athens,Ἀπολλόδωρος ὁ Ἀθηναῖος,apollodorus-athens-word-origins,Fragments on Word Origins,Ἀποσπάσματα περὶ Ἐτυμολογίας,Hellenistic,Koine,History,Prose,,10,grc/apollodorus-athens-word-origins-lcm-aa.grc.pdf,grc/apollodorus-athens-word-origins-lcm-aa.grc.md,grc/apollodorus-athens-word-origins-lcm-aa.grc.txt
lcm,lcm-ab,apollodorus-of-athens,Apollodorus of Athens,Ἀπολλόδωρος ὁ Ἀθηναῖος,apollodorus-athens-gods,On the Gods,Ἀποσπάσματα,Hellenistic,Koine,History,Prose,,286,grc/apollodorus-athens-gods-lcm-ab.grc.pdf,grc/apollodorus-athens-gods-lcm-ab.grc.md,grc/apollodorus-athens-gods-lcm-ab.grc.txt
ihu,ihu-ab,apollodorus-of-carystus,Apollodorus of Carystus II,Ἀπολλόδωρος ὁ Καρύστιος,apollodorus-carystus-ii-life-duty,Fragments on Life and Duty,Ἀποσπάσματα περὶ Βίου καὶ Καθήκοντος,Hellenistic,"Attic (com, frg)",Comedy,Verse,,45,grc/apollodorus-carystus-ii-life-duty-ihu-ab.grc.pdf,grc/apollodorus-carystus-ii-life-duty-ihu-ab.grc.md,grc/apollodorus-carystus-ii-life-duty-ihu-ab.grc.txt
ihu,ihu-aa,apollodorus-of-carystus,Apollodorus of Carystus II,Ἀπολλόδωρος ὁ Καρύστιος,apollodorus-carystus-ii-life-old-age,Fragments on Life and Old Age,Ἀποσπάσματα περὶ Βίου καὶ Γήρως,Hellenistic,"Attic (com, frg)",Comedy,Verse,,54,grc/apollodorus-carystus-ii-life-old-age-ihu-aa.grc.pdf,grc/apollodorus-carystus-ii-life-old-age-ihu-aa.grc.md,grc/apollodorus-carystus-ii-life-old-age-ihu-aa.grc.txt
iie,iie-aa,apollodorus-of-carystus,Apollodorus of Carystus I,Ἀπολλόδωρος ὁ Καρύστιος,apollodorus-carystus-life-fortune,Fragments on Life and Fortune,Ἀποσπάσματα περὶ Βίου καὶ Τύχης,Hellenistic,Attic Comedy,Comedy,Verse,,53,grc/apollodorus-carystus-life-fortune-iie-aa.grc.pdf,grc/apollodorus-carystus-life-fortune-iie-aa.grc.md,grc/apollodorus-carystus-life-fortune-iie-aa.grc.txt
iie,iie-ab,apollodorus-of-carystus,Apollodorus of Carystus I,Ἀπολλόδωρος ὁ Καρύστιος,apollodorus-carystus-life-pleasure,Fragments on Life and Pleasure,Ἀποσπάσματα περὶ Βίου καὶ Ἡδονῆς,Hellenistic,Attic Comedy,Comedy,Verse,,42,grc/apollodorus-carystus-life-pleasure-iie-ab.grc.pdf,grc/apollodorus-carystus-life-pleasure-iie-ab.grc.md,grc/apollodorus-carystus-life-pleasure-iie-ab.grc.txt
iie,iie-ac,apollodorus-of-carystus,Apollodorus of Carystus I,Ἀπολλόδωρος ὁ Καρύστιος,apollodorus-carystus-household-harmony,On Household Harmony,Ἀπόσπασμα,Hellenistic,Attic Comedy,Comedy,Verse,,3,grc/apollodorus-carystus-household-harmony-iie-ac.grc.pdf,grc/apollodorus-carystus-household-harmony-iie-ac.grc.md,grc/apollodorus-carystus-household-harmony-iie-ac.grc.txt
dei,dei-aa,apollodorus-of-cyzicus,Apollodorus of Cyzicus,Ἀπολλόδωρος ὁ Κυζικηνός,apollodorus-cyzicus-testimonies,Testimonies,Μαρτυρίαι,Classical,Attic (frg),Philosophy,Collection,Pythagorean,3,grc/apollodorus-cyzicus-testimonies-dei-aa.grc.pdf,grc/apollodorus-cyzicus-testimonies-dei-aa.grc.md,grc/apollodorus-cyzicus-testimonies-dei-aa.grc.txt
owo,owo-aa,apollodorus-of-damascus,Apollodorus of Damascus,Ἀπολλόδωρος ὁ Δαμασκηνός,apollodorus-damascus-siegecraft,Siegecraft,Πολιορκητικά,Roman,Technical Koine,Science,Treatise,,58,grc/apollodorus-damascus-siegecraft-owo-aa.grc.pdf,grc/apollodorus-damascus-siegecraft-owo-aa.grc.md,grc/apollodorus-damascus-siegecraft-owo-aa.grc.txt
hee,hee-aa,apollodorus-of-gela,Apollodorus of Gela,Ἀπολλόδωρος ὁ Γελῷος,apollodorus-gela-greed-possessions,Fragments on Greed and Possessions,Ἀποσπάσματα περὶ Πλεονεξίας καὶ Κτημάτων,Classical,"Attic (com, frg)",Comedy,Verse,,12,grc/apollodorus-gela-greed-possessions-hee-aa.grc.pdf,grc/apollodorus-gela-greed-possessions-hee-aa.grc.md,grc/apollodorus-gela-greed-possessions-hee-aa.grc.txt
hee,hee-ab,apollodorus-of-gela,Apollodorus of Gela,Ἀπολλόδωρος ὁ Γελῷος,apollodorus-gela-household-management,Fragments on Household Management,Ἀποσπάσματα περὶ Οἰκονομίας,Classical,"Attic (com, frg)",Comedy,Verse,,11,grc/apollodorus-gela-household-management-hee-ab.grc.pdf,grc/apollodorus-gela-household-management-hee-ab.grc.md,grc/apollodorus-gela-household-management-hee-ab.grc.txt
mlc,mlc-aa,apollodorus-of-seleucia,Apollodorus of Seleucia,Ἀπολλόδωρος ὁ Σελευκεύς,apollodorus-seleucia-stoic-fragments,Fragments on Stoic Philosophy,Ἀποσπάσματα περὶ τῆς Στωικῆς Φιλοσοφίας,Hellenistic,"Koine (phi, frg)",Philosophy,Collection,Stoic,18,grc/apollodorus-seleucia-stoic-fragments-mlc-aa.grc.pdf,grc/apollodorus-seleucia-stoic-fragments-mlc-aa.grc.md,grc/apollodorus-seleucia-stoic-fragments-mlc-aa.grc.txt
kbo,kbo-aa,apollonides-the-tragic-poet,Apollonides the Tragic Poet,Ἀπολλωνίδης,apollonides-virtues-men-women,On the Virtues of Men and Women,Ἀποσπάσματα,Hellenistic,Attic Drama,Drama,Verse,,4,grc/apollonides-virtues-men-women-kbo-aa.grc.pdf,grc/apollonides-virtues-men-women-kbo-aa.grc.md,grc/apollonides-virtues-men-women-kbo-aa.grc.txt
pka,pka-ac,apollonius-grammarian,Apollonius Grammarian,Ἀπολλώνιος ὁ Γραμματικός,apollonius-grammarian-adverbs,On Adverbs,Περὶ ἐπιρρημάτων,Roman,Atticizing Technical,Grammar,Prose,,92,grc/apollonius-grammarian-adverbs-pka-ac.grc.pdf,grc/apollonius-grammarian-adverbs-pka-ac.grc.md,grc/apollonius-grammarian-adverbs-pka-ac.grc.txt
pka,pka-aa,apollonius-grammarian,Apollonius Grammarian,Ἀπολλώνιος ὁ Γραμματικός,apollonius-grammarian-conjunctions,On Conjunctions,Περὶ συνδέσμων,Roman,Atticizing Technical,Grammar,Prose,,46,grc/apollonius-grammarian-conjunctions-pka-aa.grc.pdf,grc/apollonius-grammarian-conjunctions-pka-aa.grc.md,grc/apollonius-grammarian-conjunctions-pka-aa.grc.txt
pka,pka-ab,apollonius-grammarian,Apollonius Grammarian,Ἀπολλώνιος ὁ Γραμματικός,apollonius-grammarian-pronouns,On Pronouns,Περὶ ἀντωνυμίας,Roman,Atticizing Technical,Grammar,Prose,,114,grc/apollonius-grammarian-pronouns-pka-ab.grc.pdf,grc/apollonius-grammarian-pronouns-pka-ab.grc.md,grc/apollonius-grammarian-pronouns-pka-ab.grc.txt
pka,pka-ad,apollonius-grammarian,Apollonius Grammarian,Ἀπολλώνιος ὁ Γραμματικός,apollonius-grammarian-syntax,On Syntax,Περὶ συντάξεως,Roman,Atticizing Technical,Grammar,Prose,,583,grc/apollonius-grammarian-syntax-pka-ad.grc.pdf,grc/apollonius-grammarian-syntax-pka-ad.grc.md,grc/apollonius-grammarian-syntax-pka-ad.grc.txt
kdw,kdw-aa,apollonius-of-aphrodisias,Apollonius of Aphrodisias,Ἀπολλώνιος ὁ Ἀφροδισιεύς,apollonius-aphrodisias-geographical-caria,Geographical Fragments on Caria,Ἀποσπάσματα περὶ Καρίας,Hellenistic,Koine,History,Prose,Aristotelian,16,grc/apollonius-aphrodisias-geographical-caria-kdw-aa.grc.pdf,grc/apollonius-aphrodisias-geographical-caria-kdw-aa.grc.md,grc/apollonius-aphrodisias-geographical-caria-kdw-aa.grc.txt
ndo,ndo-aa,apollonius-of-citium,Apollonius of Citium,Ἀπολλώνιος ὁ Κιτιεύς,apollonius-citium-commentary-joints,Commentary-Hippocrates-Joints,Ὑπόμνημα εἰς Ἱπποκράτους Περὶ Ἄρθρων,Hellenistic,Technical Koine,Medicine,Treatise,,34,grc/apollonius-citium-commentary-joints-ndo-aa.grc.pdf,grc/apollonius-citium-commentary-joints-ndo-aa.grc.md,grc/apollonius-citium-commentary-joints-ndo-aa.grc.txt
kle,kle-aa,apollonius-of-perga,Apollonius of Perga,Ἀπολλώνιος ὁ Περγαῖος,apollonius-perga-conics,Conics,Κωνικά,Hellenistic,Technical Koine,Mathematics,Treatise,,258,grc/apollonius-perga-conics-kle-aa.grc.pdf,grc/apollonius-perga-conics-kle-aa.grc.md,grc/apollonius-perga-conics-kle-aa.grc.txt
jfq,jfq-aa,apollonius-of-rhodes,Apollonius of Rhodes,Ἀπολλώνιος ὁ Ῥόδιος,apollonius-rhodes-argonautica,Argonautica,Ἀργοναυτικά,Hellenistic,Epic (Homeric),Epic,Verse,,5837,grc/apollonius-rhodes-argonautica-jfq-aa.grc.pdf,grc/apollonius-rhodes-argonautica-jfq-aa.grc.md,grc/apollonius-rhodes-argonautica-jfq-aa.grc.txt
jfq,jfq-ab,apollonius-of-rhodes,Apollonius of Rhodes,Ἀπολλώνιος ὁ Ῥόδιος,apollonius-rhodes-argonautica-fragments,Fragments on the Argonautic Voyage,Ἀποσπάσματα περὶ τῆς Ἀργοναυτικῆς Πλόης,Hellenistic,Epic (Homeric),Epic,Verse,,42,grc/apollonius-rhodes-argonautica-fragments-jfq-ab.grc.pdf,grc/apollonius-rhodes-argonautica-fragments-jfq-ab.grc.md,grc/apollonius-rhodes-argonautica-fragments-jfq-ab.grc.txt
