eul_aid,eul_wid,author_display_string,work_display_string,work_english,work_greek,domain,grc_md,grc_md_bytes,grc_md_text_offset
rhq,rhq-ad,dio-cassius-of-nicaea,dio-cassius-nicaea-roman-histories,"Roman Histories, Photius, Library Code 71",Ἱστορίαι Ῥωμαϊκαί,History,grc/dio-cassius-nicaea-roman-histories-rhq-ad.grc.md,4377,615
rhq,rhq-am,dio-cassius-of-nicaea,dio-cassius-nicaea-planudean-excerpts,"Roman Histories, Planudean Excerpts",Ἱστορίαι Ῥωμαϊκαί,History,grc/dio-cassius-nicaea-planudean-excerpts-rhq-am.grc.md,3522,609
rhq,rhq-an,dio-cassius-of-nicaea,dio-cassius-nicaea-roman-histories,"Roman Histories, Salmasian Excerpts",Ἱστορίαι Ῥωμαϊκαί,History,grc/dio-cassius-nicaea-roman-histories-rhq-an.grc.md,21891,603
rhq,rhq-ae,dio-cassius-of-nicaea,dio-cassius-nicaea-roman-histories-1,"Roman Histories, Version 1 in Volume 1",Ἱστορίαι Ῥωμαϊκαί,History,grc/dio-cassius-nicaea-roman-histories-1-rhq-ae.grc.md,685849,613
rhq,rhq-af,dio-cassius-of-nicaea,dio-cassius-nicaea-roman-histories-1-2,"Roman Histories, Version 1 in Volume 2",Ἱστορίαι Ῥωμαϊκαί,History,grc/dio-cassius-nicaea-roman-histories-1-2-rhq-af.grc.md,2363,617
rhq,rhq-ag,dio-cassius-of-nicaea,dio-cassius-nicaea-roman-histories-1-3,"Roman Histories, Version 1 in Volume 3",Ἱστορίαι Ῥωμαϊκαί,History,grc/dio-cassius-nicaea-roman-histories-1-3-rhq-ag.grc.md,47663,617
rhq,rhq-ah,dio-cassius-of-nicaea,dio-cassius-nicaea-roman-histories-v2-v1,"Roman Histories, Version 2 in Volume 1",Ἱστορίαι Ῥωμαϊκαί,History,grc/dio-cassius-nicaea-roman-histories-v2-v1-rhq-ah.grc.md,23531,621
rhq,rhq-ai,dio-cassius-of-nicaea,dio-cassius-nicaea-roman-histories-2,"Roman Histories, Version 2 in Volume 2",Ἱστορίαι Ῥωμαϊκαί,History,grc/dio-cassius-nicaea-roman-histories-2-rhq-ai.grc.md,5153,613
rhq,rhq-aj,dio-cassius-of-nicaea,dio-cassius-nicaea-roman-histories-2-3,"Roman Histories, Version 2 in Volume 3",Ἱστορίαι Ῥωμαϊκαί,History,grc/dio-cassius-nicaea-roman-histories-2-3-rhq-aj.grc.md,10077,617
rhq,rhq-ak,dio-cassius-of-nicaea,dio-cassius-nicaea-roman-histories-3-1,"Roman Histories, Version 3 in Volume 1",Ἱστορίαι Ῥωμαϊκαί,History,grc/dio-cassius-nicaea-roman-histories-3-1-rhq-ak.grc.md,1982,617
rhq,rhq-al,dio-cassius-of-nicaea,dio-cassius-nicaea-roman-histories,"Roman Histories, Xiphilinus' Epitome",Ἱστορίαι Ῥωμαϊκαί,History,grc/dio-cassius-nicaea-roman-histories-rhq-al.grc.md,1337856,605
rhq,rhq-ap,dio-cassius-of-nicaea,dio-cassius-nicaea-roman-history,Roman History,Ῥωμαϊκὴ Ἱστορία,History,grc/dio-cassius-nicaea-roman-history-rhq-ap.grc.md,4562127,547
rhq,rhq-aq,dio-cassius-of-nicaea,dio-cassius-nicaea-testimonies,Testimonies,Μαρτυρίαι,History,grc/dio-cassius-nicaea-testimonies-rhq-aq.grc.md,2162,516
okq,okq-aa,dio-chrysostom-of-prusa,dio-chrysostom-encom-hair,encom-Hair,Ἐγκώμιον εἰς τὴν κόμην,Oratory,grc/dio-chrysostom-encom-hair-okq-aa.grc.md,5750,557
okq,okq-ab,dio-chrysostom-of-prusa,dio-chrysostom-household-management,Fragments on Household Management,Ἀποσπάσματα περὶ Οἰκονομίας,Oratory,grc/dio-chrysostom-household-management-okq-ab.grc.md,4868,648
okq,okq-ac,dio-chrysostom-of-prusa,dio-chrysostom-orations,Orations,Λόγοι,Oratory,grc/dio-chrysostom-orations-okq-ac.grc.md,2238406,481
dam,dam-aa,diocles-comicus,diocles-domestic-comedy,Domestic Comedy Fragments,Ἀποσπάσματα,Comedy,grc/diocles-domestic-comedy-dam-aa.grc.md,2188,534
dam,dam-ab,diocles-comicus,diocles-domestic-comedy,Domestic Comedy Fragments,Ἀποσπάσματα,Comedy,grc/diocles-domestic-comedy-dam-ab.grc.md,1932,534
nji,nji-aa,diodorus-of-sardis,diodorus-sardis-epigrams,Epigrams,Ἐπιγράμματα,Oratory,grc/diodorus-sardis-epigrams-nji-aa.grc.md,3421,500
nde,nde-aa,diodorus-of-sicily,diodorus-sicily-uncertain-fragments,Fragments of Uncertain Placement,Ἀποσπάσματα Ἀδήλου Θέσεως,History,grc/diodorus-sicily-uncertain-fragments-nde-aa.grc.md,7599,622
nde,nde-ab,diodorus-of-sicily,diodorus-sicily-historical-library-18-20,"Historical Library, Books 18-20",Βιβλιοθήκη Ἱστορική,History,grc/diodorus-sicily-historical-library-18-20-nde-ab.grc.md,5441893,608
nde,nde-ac,diodorus-of-sicily,diodorus-sicily-historical-library-21-40,"Historical Library, Books 21-40",Βιβλιοθήκη Ἱστορική,History,grc/diodorus-sicily-historical-library-21-40-nde-ac.grc.md,847446,608
jdi,jdi-aa,diodorus-of-sinope,diodorus-sinope-parasites-drinking,On Parasites and Drinking,Ἀποσπάσματα,Comedy,grc/diodorus-sinope-parasites-drinking-jdi-aa.grc.md,5484,564
jdi,jdi-ab,diodorus-of-sinope,diodorus-sinope-parasitic-dining,On Parasitic Dining,Ἀποσπάσματα,Comedy,grc/diodorus-sinope-parasitic-dining-jdi-ab.grc.md,5461,548
mrq,mrq-aa,diodorus-of-tyre,diodorus-tyre-goal-of-life,On the Goal of Life,Ἀπόσπασμα,Philosophy,grc/diodorus-tyre-goal-of-life-mrq-aa.grc.md,1280,532
loa,loa-aa,diodorus-the-periegete,diodorus-periegete-monuments-tombs,On Monuments and Tombs,Ἀποσπάσματα,Geography,grc/diodorus-periegete-monuments-tombs-loa-aa.grc.md,12924,556
nse,nse-aa,diodorus-the-rhetorician,diodorus-rhetor-two-men,Fragment-Two Men,Ἀπόσπασμα περὶ Δύο Ἀνδρῶν,Oratory,grc/diodorus-rhetor-two-men-nse-aa.grc.md,10245,582
rjo,rjo-ak,diogenes-laertius,diogenes-laertius-epigrams,Epigrams,Ἐπιγράμματα,Biography,grc/diogenes-laertius-epigrams-rjo-ak.grc.md,16001,501
rjo,rjo-aa,diogenes-laertius,diogenes-laertius-lives-seven-sages,Lives and Opinions: Book I (Seven Sages),"Βίοι καὶ γνῶμαι τῶν ἐν φιλοσοφίᾳ εὐδοκιμησάντων, Αʹ",Biography,grc/diogenes-laertius-lives-seven-sages-rjo-aa.grc.md,148221,741
rjo,rjo-ab,diogenes-laertius,diogenes-laertius-lives-socratics,Lives and Opinions: Book II (Socratics),"Βίοι καὶ γνῶμαι τῶν ἐν φιλοσοφίᾳ εὐδοκιμησάντων, Βʹ",Biography,grc/diogenes-laertius-lives-socratics-rjo-ab.grc.md,171302,735
rjo,rjo-ac,diogenes-laertius,diogenes-laertius-lives-plato,Lives and Opinions: Book III (Plato),"Βίοι καὶ γνῶμαι τῶν ἐν φιλοσοφίᾳ εὐδοκιμησάντων, Γʹ",Biography,grc/diogenes-laertius-lives-plato-rjo-ac.grc.md,120594,721
rjo,rjo-ad,diogenes-laertius,diogenes-laertius-lives-academy,Lives and Opinions: Book IV (Academy),"Βίοι καὶ γνῶμαι τῶν ἐν φιλοσοφίᾳ εὐδοκιμησάντων, Δʹ",Biography,grc/diogenes-laertius-lives-academy-rjo-ad.grc.md,79318,727
rjo,rjo-ai,diogenes-laertius,diogenes-laertius-lives-atomists-sceptics,Lives and Opinions: Book IX (Atomists and Sceptics),"Βίοι καὶ γνῶμαι τῶν ἐν φιλοσοφίᾳ εὐδοκιμησάντων, Θʹ",Biography,grc/diogenes-laertius-lives-atomists-sceptics-rjo-ai.grc.md,136822,775
rjo,rjo-ae,diogenes-laertius,diogenes-laertius-lives-peripatetics,Lives and Opinions: Book V (Peripatetics),"Βίοι καὶ γνῶμαι τῶν ἐν φιλοσοφίᾳ εὐδοκιμησάντων, Εʹ",Biography,grc/diogenes-laertius-lives-peripatetics-rjo-ae.grc.md,111485,745
rjo,rjo-af,diogenes-laertius,diogenes-laertius-lives-cynics,Lives and Opinions: Book VI (Cynics),"Βίοι καὶ γνῶμαι τῶν ἐν φιλοσοφίᾳ εὐδοκιμησάντων, ΣΤʹ",Biography,grc/diogenes-laertius-lives-cynics-rjo-af.grc.md,122087,727
rjo,rjo-ag,diogenes-laertius,diogenes-laertius-lives-stoics,Lives and Opinions: Book VII (The Stoics),"Βίοι καὶ γνῶμαι τῶν ἐν φιλοσοφίᾳ εὐδοκιμησάντων, Ζ′",Biography,grc/diogenes-laertius-lives-stoics-rjo-ag.grc.md,237441,735
rjo,rjo-ah,diogenes-laertius,diogenes-laertius-lives-pythagoreans,Lives and Opinions: Book VIII (Pythagoreans),"Βίοι καὶ γνῶμαι τῶν ἐν φιλοσοφίᾳ εὐδοκιμησάντων, Ηʹ",Biography,grc/diogenes-laertius-lives-pythagoreans-rjo-ah.grc.md,104563,751
rjo,rjo-aj,diogenes-laertius,diogenes-laertius-lives-epicurus,Lives and Opinions: Book X (Epicurus),"Βίοι καὶ γνῶμαι τῶν ἐν φιλοσοφίᾳ εὐδοκιμησάντων, Ιʹ",Biography,grc/diogenes-laertius-lives-epicurus-rjo-aj.grc.md,180128,729
bze,bze-ab,diogenes-of-apollonia,diogenes-apollonia-universe,On the Nature of the Universe,Ἀποσπάσματα,Philosophy,grc/diogenes-apollonia-universe-bze-ab.grc.md,15583,558
bze,bze-aa,diogenes-of-apollonia,diogenes-apollonia-testimonies,Testimonies,Μαρτυρίαι,Philosophy,grc/diogenes-apollonia-testimonies-bze-aa.grc.md,31058,518
cjy,cjy-aa,diogenes-of-athens,diogenes-athens-foreign-rites,Fragments on Foreign Rites,Ἀποσπάσματα περὶ Ξένων Ἱερῶν,Drama,grc/diogenes-athens-foreign-rites-cjy-aa.grc.md,1822,620
lxq,lxq-aa,diogenes-of-babylon,diogenes-babylon-testimonies,Testimonies and Fragments,Μαρτυρίαι καὶ Ἀποσπάσματα,Philosophy,grc/diogenes-babylon-testimonies-lxq-aa.grc.md,122418,618
gou,gou-aa,diogenes-of-cyzicus,diogenes-cyzicus-persian-customs,On Cyzicus and Persian Customs,Ἀποσπάσματα,History,grc/diogenes-cyzicus-persian-customs-gou-aa.grc.md,2388,558
peg,peg-aa,diogenes-of-oenoanda,diogenes-oenoanda-sensation-nature,On Sensation and Nature,Ἀποσπάσματα,Philosophy,grc/diogenes-oenoanda-sensation-nature-peg-aa.grc.md,151035,566
fak,fak-aa,diogenes-of-sinope,diogenes-sinope-maxims-virtue-fortune,Cynic Maxims on Virtue and Fortune,Ἀποσπάσματα,Philosophy,grc/diogenes-sinope-maxims-virtue-fortune-fak-aa.grc.md,3166,594
fic,fic-aa,diogenes-of-sinope-the-cynic,diogenes-sinope-letters-exile,Cynic Letters on Exile,Ἐπιστολαὶ περὶ Φυγῆς,,grc/diogenes-sinope-letters-exile-fic-aa.grc.md,111257,578
pdm,pdm-aa,diogenianus-of-heraclea,diogenianus-heraclea-proverbs,Proverbs Epitome,Παροιμίαι,Grammar,grc/diogenianus-heraclea-proverbs-pdm-aa.grc.md,65429,537
pdm,pdm-ab,diogenianus-of-heraclea,diogenianus-heraclea-proverbs,Proverbs of Diogenianus,Παροιμίαι δημώδεις ἐκ τῆς Διογενιανοῦ συναγωγῆς,Grammar,grc/diogenianus-heraclea-proverbs-pdm-ab.grc.md,149070,701
pby,pby-aa,diogenianus-the-grammarian,diogenianus-fate-homer,Fragments on Fate and Homer,Ἀποσπάσματα περὶ Εἱμαρμένης καὶ Ὁμήρου,Philosophy,grc/diogenianus-fate-homer-pby-aa.grc.md,31822,666
mdk,mdk-aa,dionysius-letters,dionysius-letters-recommendations,Letters of Recommendation,Ἐπιστολαὶ περὶ Συστατικῶν,Oratory,grc/dionysius-letters-recommendations-mdk-aa.grc.md,4198,617
rna,rna-ab,dionysius-of-alexandria,dionysius-alexandria-world-description,Description of the World,Περιγραφὴ τοῦ Κόσμου,Geography,grc/dionysius-alexandria-world-description-rna-ab.grc.md,102798,608
rna,rna-aa,dionysius-of-alexandria,dionysius-alexandria-ixeuticon-hunting,"Ixeuticon or-Hunting, Paraphrase",Ἰξευτικόν ἢ Περὶ Κυνηγεσίας,Geography,grc/dionysius-alexandria-ixeuticon-hunting-rna-aa.grc.md,102351,654
rna,rna-ac,dionysius-of-alexandria,dionysius-alexandria-lithica,On Stones or Lithica,Περὶ Λίθων,Geography,grc/dionysius-alexandria-lithica-rna-ac.grc.md,1129,540
oug,oug-aa,dionysius-of-antioch,dionysius-antioch-letters-philoxenus,Letters to Philoxenus,Ἐπιστολαὶ πρὸς Φιλόξενον,Oratory,grc/dionysius-antioch-letters-philoxenus-oug-aa.grc.md,54814,610
dzw,dzw-aa,dionysius-of-argos,dionysius-argos-chronological-homeric-fragments,Chronological and Homeric Fragments,Ἀποσπάσματα,History,grc/dionysius-argos-chronological-homeric-fragments-dzw-aa.grc.md,2129,602
qtk,qtk-aa,dionysius-of-byzantium,dionysius-byzantium-navigation-bosporus,On the Navigation of the Bosporus,Περὶ τῆς Πλοηγίας τοῦ Βοσπόρου,Geography,grc/dionysius-byzantium-navigation-bosporus-qtk-aa.grc.md,54126,654
gpe,gpe-aa,dionysius-of-chalcis,dionysius-chalcis-foundations-cities,Foundations of Cities,Ἀποσπάσματα,History,grc/dionysius-chalcis-foundations-cities-gpe-aa.grc.md,8586,556
qrw,qrw-aa,dionysius-of-corinth,dionysius-corinth-christian-charity,On Christian Charity and Tradition,Ἀποσπάσματα,Epic,grc/dionysius-corinth-christian-charity-qrw-aa.grc.md,8633,577
ndy,ndy-aq,dionysius-of-halicarnassus,dionysius-halicarnassus-chronological-rome,Chronological Fragments on Rome,Ἀποσπάσματα περὶ Ῥώμης Χρονολογικά,History,grc/dionysius-halicarnassus-chronological-rome-ndy-aq.grc.md,23521,691
ndy,ndy-ai,dionysius-of-halicarnassus,dionysius-halicarnassus-isaeus,Isaeus the Athenian,Ἰσαῖος Ἀθηναῖος,History,grc/dionysius-halicarnassus-isaeus-ndy-ai.grc.md,68513,570
ndy,ndy-ag,dionysius-of-halicarnassus,dionysius-halicarnassus-isocrates,Isocrates the Athenian,Ἰσοκρατης Ἀθηναῖος,History,grc/dionysius-halicarnassus-isocrates-ndy-ag.grc.md,83358,592
ndy,ndy-ak,dionysius-of-halicarnassus,dionysius-halicarnassus-ammaeus,Letter to Ammaeus,Ἐπιστολὴ πρὸς Ἀμμαῖον,History,grc/dionysius-halicarnassus-ammaeus-ndy-ak.grc.md,45908,592
ndy,ndy-aj,dionysius-of-halicarnassus,dionysius-halicarnassus-pompeius,Letter to Pompeius,Ἐπιστολὴ πρὸς Πομπήιον,History,grc/dionysius-halicarnassus-pompeius-ndy-aj.grc.md,57393,596
ndy,ndy-ac,dionysius-of-halicarnassus,dionysius-halicarnassus-lysias-syracusan,Lysias the Syracusan by Descent,Λυσίας συρακούσιος πατρόθεν,History,grc/dionysius-halicarnassus-lysias-syracusan-ndy-ac.grc.md,99848,652
ndy,ndy-an,dionysius-of-halicarnassus,dionysius-halicarnassus-deinarchus,On Deinarchus,Περὶ Δεινάρχου,History,grc/dionysius-halicarnassus-deinarchus-ndy-an.grc.md,55260,556
ndy,ndy-ap,dionysius-of-halicarnassus,dionysius-halicarnassus-imitation,On Imitation,Περὶ Μιμήσεως,History,grc/dionysius-halicarnassus-imitation-ndy-ap.grc.md,27661,548
ndy,ndy-ah,dionysius-of-halicarnassus,dionysius-halicarnassus-ancient-orators,On the Ancient Orators,Περὶ τῶν ἀρχαίων ῥητόρων,History,grc/dionysius-halicarnassus-ancient-orators-ndy-ah.grc.md,12041,626
ndy,ndy-ad,dionysius-of-halicarnassus,dionysius-halicarnassus-composition-names,On the Composition of Names,Περὶ συνθέσεως ὀνομάτων,History,grc/dionysius-halicarnassus-composition-names-ndy-ad.grc.md,256581,634
ndy,ndy-ae,dionysius-of-halicarnassus,dionysius-halicarnassus-composition-words,On the Composition of Words,Περὶ Συνθέσεως Λέξεων,History,grc/dionysius-halicarnassus-composition-words-ndy-ae.grc.md,119483,624
ndy,ndy-ab,dionysius-of-halicarnassus,dionysius-halicarnassus-idioms-ammonius,On the Idioms of Thucydides to Ammonius,Περὶ τῶν Θουκιδίδου ἰδιωμάτων πρὸς Ἀμμαῖον,History,grc/dionysius-halicarnassus-idioms-ammonius-ndy-ab.grc.md,34825,732
ndy,ndy-af,dionysius-of-halicarnassus,dionysius-halicarnassus-demosthenes-style,On the Style of Demosthenes,Περί της Δημοσθένους λέξεως,History,grc/dionysius-halicarnassus-demosthenes-style-ndy-af.grc.md,277349,644
ndy,ndy-ao,dionysius-of-halicarnassus,dionysius-halicarnassus-thucydides,On Thucydides,Περὶ Θουκιδίδου,History,grc/dionysius-halicarnassus-thucydides-ndy-ao.grc.md,217774,560
ndy,ndy-aa,dionysius-of-halicarnassus,dionysius-halicarnassus-second-book-orators,Remains of the Second Book-Ancient Orators,Λείψανα Βιβλίου Δευτέρου περὶ ἀρχαίων ῥητόρων,History,grc/dionysius-halicarnassus-second-book-orators-ndy-aa.grc.md,3640,752
ndy,ndy-am,dionysius-of-halicarnassus,dionysius-halicarnassus-rhetoric,Rhetorical Art,Ῥητορικὴ Τέχνη,History,grc/dionysius-halicarnassus-rhetoric-ndy-am.grc.md,284194,556
ndy,ndy-al,dionysius-of-halicarnassus,dionysius-halicarnassus-roman-antiquities,Roman Antiquities,Ῥωμαϊκὴ Ἀρχαιολογία,History,grc/dionysius-halicarnassus-roman-antiquities-ndy-al.grc.md,3708106,602
ndy,ndy-ar,dionysius-of-halicarnassus,dionysius-halicarnassus-testimony,Testimony,Μαρτυρία,History,grc/dionysius-halicarnassus-testimony-ndy-ar.grc.md,1120,525
cvc,cvc-aa,dionysius-of-miletus,dionysius-miletus-alphabet-history,On the Alphabet and Early History,Ἀποσπάσματα,History,grc/dionysius-miletus-alphabet-history-cvc-aa.grc.md,1704,570
kau,kau-ab,dionysius-of-mytilene,dionysius-mytilene-argonautica,Argonautic Genealogical Fragments,Ἀποσπάσματα,Grammar,grc/dionysius-mytilene-argonautica-kau-ab.grc.md,148268,600
kau,kau-ac,dionysius-of-mytilene,dionysius-mytilene-trojan-war-fragments,Fragments on the Trojan War,Ἀποσπάσματα περὶ τοῦ Τρωικοῦ Πολέμου,Grammar,grc/dionysius-mytilene-trojan-war-fragments-kau-ac.grc.md,1383,702
kau,kau-aa,dionysius-of-mytilene,dionysius-mytilene-testimonies,Testimonies,Μαρτυρίαι,Grammar,grc/dionysius-mytilene-testimonies-kau-aa.grc.md,3051,546
mki,mki-aa,dionysius-of-rhodes,dionysius-rhodes-cyclical-history,Cyclical History Fragments,Ἀποσπάσματα,History,grc/dionysius-rhodes-cyclical-history-mki-aa.grc.md,9137,588
fsc,fsc-aa,dionysius-of-sinope,dionysius-sinope-cooking-strategy,Fragments on Cooking and Strategy,Ἀποσπάσματα περὶ Μαγειρικῆς καὶ Στρατηγικῆς,Comedy,grc/dionysius-sinope-cooking-strategy-fsc-aa.grc.md,8546,736
fsc,fsc-ab,dionysius-of-sinope,dionysius-sinope-cooking-strategy,Fragments on Cooking and Strategy,Ἀποσπάσματα περὶ Μαγειρικῆς καὶ Στρατηγικῆς,Comedy,grc/dionysius-sinope-cooking-strategy-fsc-ab.grc.md,8416,736
eii,eii-aa,dionysius-of-syracuse,dionysius-syracuse-philosophical-maxims,Fragments of Philosophical Maxims,Ἀποσπάσματα φιλοσοφικῶν γνωμῶν,Drama,grc/dionysius-syracuse-philosophical-maxims-eii-aa.grc.md,3256,682
jkg,jkg-aa,dionysius-son-of-calliphon,dionysius-calliphon-description-greece,Description of Greece by Dionysius Son of Calliphon,Περιγραφὴ τῆς Ἑλλάδος Διονυσίου τοῦ Καλλιφῶντος,Geography,grc/dionysius-calliphon-description-greece-jkg-aa.grc.md,12851,772
cwg,cwg-aa,dionysius-the-brazen,dionysius-brazen-sympotic-verses,Sympotic Verses for Dionysius,Ἀποσπάσματα,Poetry,grc/dionysius-brazen-sympotic-verses-cwg-aa.grc.md,3130,557
hje,hje-aa,dionysius-the-renegade,dionysius-renegade-pleasure-conduct,Fragments on Pleasure and Conduct,Ἀποσπάσματα περὶ Ἡδονῆς καὶ Ἀγωγῆς,Philosophy,grc/dionysius-renegade-pleasure-conduct-hje-aa.grc.md,10384,693
mui,mui-ab,dionysius-the-thracian,dionysius-thrace-homeric-pronunciation,Fragments on Homeric Pronunciation,Ἀποσπάσματα περὶ τῆς Ὁμηρικῆς Προφορᾶς,Grammar,grc/dionysius-thrace-homeric-pronunciation-mui-ab.grc.md,34542,699
mui,mui-aa,dionysius-the-thracian,dionysius-thrace-grammatical-art,Grammatical Art,Γραμματικὴ Τέχνη,Grammar,grc/dionysius-thrace-grammatical-art-mui-aa.grc.md,40293,557
mui,mui-ad,dionysius-the-thracian,dionysius-thrace-foundation-tarsus,On the Foundation of Tarsus,Ἀπόσπασμα,Grammar,grc/dionysius-thrace-foundation-tarsus-mui-ad.grc.md,1412,561
mui,mui-ac,dionysius-the-thracian,dionysius-thrace-testimony,Testimony,Μαρτυρία,Grammar,grc/dionysius-thrace-testimony-mui-ac.grc.md,1327,503
tag,tag-aa,dionysius-the-voyager-lives,dionysius-voyager-life,Life of Dionysius,Βίος Διονυσίου,Biography,grc/dionysius-voyager-life-tag-aa.grc.md,11570,551
pbe,pbe-aa,dionysius-the-voyager,dionysius-alexandria-geographical-fragments,Geographical Fragments of Asia Minor,Ἀποσπάσματα περὶ τῆς Μικρᾶς Ἀσίας,Epic,grc/dionysius-alexandria-geographical-fragments-pbe-aa.grc.md,21410,716
lvi,lvi-aa,dionysius-thrax-commentary,comm-dionysius-thrax-little-commentary,Byzantine Little Commentary,Μικρὸν Βυζαντινὸν Ὑπόμνημα,Scholia,grc/comm-dionysius-thrax-little-commentary-lvi-aa.grc.md,102142,656
lvi,lvi-af,dionysius-thrax-commentary,comm-dionysius-thrax-text,Commentary on Dionysius Thrax (Recension A),Ὑπόμνημα,Scholia,grc/comm-dionysius-thrax-text-lvi-af.grc.md,208920,524
lvi,lvi-ag,dionysius-thrax-commentary,comm-dionysius-thrax-text,Commentary on Dionysius Thrax (Recension B),Ὑπόμνημα,Scholia,grc/comm-dionysius-thrax-text-lvi-ag.grc.md,162562,524
lvi,lvi-ab,dionysius-thrax-commentary,comm-dionysius-thrax-introduction-voss,Introduction to the Grammar of Dionysius (Voss Recension),Προλεγόμενα εἰς τὴν Τέχνην Διονυσίου (Βοσσιανά),Scholia,grc/comm-dionysius-thrax-introduction-voss-lvi-ab.grc.md,39369,688
lvi,lvi-ae,dionysius-thrax-commentary,comm-dionysius-thrax-london,London Scholia,Σχόλια Λονδινά,Scholia,grc/comm-dionysius-thrax-london-lvi-ae.grc.md,528641,556
lvi,lvi-ac,dionysius-thrax-commentary,comm-dionysius-thrax-marcian,Marcian Scholia,Σχόλια Μαρκιανά,Scholia,grc/comm-dionysius-thrax-marcian-lvi-ac.grc.md,697492,564
lvi,lvi-ad,dionysius-thrax-commentary,comm-dionysius-thrax-vatican-scholia,Vatican Scholia,Σχόλια Βατικανά,Scholia,grc/comm-dionysius-thrax-vatican-scholia-lvi-ad.grc.md,761218,580
rqc,rqc-aa,diophantus-of-alexandria,diophantus-alexandria-pontic-histories,Fragments on Pontic Histories,Ἀποσπάσματα περὶ Ποντικῶν Ἱστοριῶν,Mathematics,grc/diophantus-alexandria-pontic-histories-rqc-aa.grc.md,1871,690
rqm,rqm-ad,diophantus-of-alexandria,diophantus-alexandria-astronomical-methods,Astronomical Calculation Methods,Ἀπόσπασμα,History,grc/diophantus-alexandria-astronomical-methods-rqm-ad.grc.md,31394,596
rqm,rqm-ae,diophantus-of-alexandria,diophantus-alexandria-geometric-circles,Geometric Fragments on Circles,Ἀποσπάσματα περὶ Κύκλων Γεωμετρικά,History,grc/diophantus-alexandria-geometric-circles-rqm-ae.grc.md,38071,682
rqm,rqm-ac,diophantus-of-alexandria,diophantus-alexandria-extracting-square-roots,On Extracting Square Roots,Ἀπόσπασμα,History,grc/diophantus-alexandria-extracting-square-roots-rqm-ac.grc.md,2000,590
rqm,rqm-ab,diophantus-of-alexandria,diophantus-alexandria-polygonal-numbers,On Polygonal Numbers,Περὶ Πολυγωνικῶν Ἀριθμῶν,History,grc/diophantus-alexandria-polygonal-numbers-rqm-ab.grc.md,35341,628
rqm,rqm-aa,diophantus-of-alexandria,diophantus-alexandria-six-books-arithmetic,Six Books-Arithmetic,Τὰ Ἕξ Βιβλία περὶ Ἀριθμητικῆς,History,grc/diophantus-alexandria-six-books-arithmetic-rqm-aa.grc.md,453606,652
kdc,kdc-aa,diophilus-or-diophila,diophilus-celestial-bodies,Fragments on Celestial Bodies,Ἀποσπάσματα περὶ τῶν Οὐρανίων,Poetry,grc/diophilus-celestial-bodies-kdc-aa.grc.md,1676,627
nyi,nyi-ac,dioscorides-of-anazarbus,dioscorides-anazarbus-medical-material,On Medical Material,Περὶ Ὑλῆς Ἰατρικῆς,Medicine,grc/dioscorides-anazarbus-medical-material-nyi-ac.grc.md,1236085,600
nyi,nyi-aa,dioscorides-of-anazarbus,dioscorides-anazarbus-medical-material,"On Medical Material, Recensions",Περὶ Ὑλῆς Ἰατρικῆς,Medicine,grc/dioscorides-anazarbus-medical-material-nyi-aa.grc.md,131099,626
nyi,nyi-ab,dioscorides-of-anazarbus,dioscorides-anazarbus-peony,On Peony and What It Can Do,Περὶ παιωνίας καὶ ὅσα ποιεῖν δύναται,Medicine,grc/dioscorides-anazarbus-peony-nyi-ab.grc.md,9993,658
nyi,nyi-ad,dioscorides-of-anazarbus,dioscorides-anazarbus-simple-medicines,On Simple Medicines,Περὶ ἀπλῶν φαρμάκων,Medicine,grc/dioscorides-anazarbus-simple-medicines-nyi-ad.grc.md,424339,600
vek,vek-aa,dioscorus-of-aphrodito,dioscorus-aphrodito-panegyric-justin,Panegyric to Emperor Justin,Ἀποσπάσματα,Poetry,grc/dioscorus-aphrodito-panegyric-justin-vek-aa.grc.md,59692,568
kdm,kdm-aa,dioscurides-of-the-3rd-c-bce,dioscurides-3rd-bce-spartan-constitution,Fragments on Spartan Constitution,Ἀποσπάσματα περὶ τῆς Λακεδαιμονίων Πολιτείας,History,grc/dioscurides-3rd-bce-spartan-constitution-kdm-aa.grc.md,19041,739
kdm,kdm-ab,dioscurides-of-the-3rd-c-bce,dioscurides-3rd-bce-table-manners-offerings,On Table Manners and Offerings,Ἀπόσπασμα,History,grc/dioscurides-3rd-bce-table-manners-offerings-kdm-ab.grc.md,1319,603
jxs,jxs-aa,diotimus-of-adramyttium,diotimus-adramyttium-epigrams,Epigrams,Ἐπιγράμματα,Epic,grc/diotimus-adramyttium-epigrams-jxs-aa.grc.md,5002,530
dmu,dmu-aa,diotimus-of-tyre,diotimus-tyre-testimonies,Testimonies,Μαρτυρίαι,Philosophy,grc/diotimus-tyre-testimonies-dmu-aa.grc.md,2097,511
ejm,ejm-aa,diotogenes-the-philosopher,diotogenes-kingship-rule,On Kingship and Rule,Ἀποσπάσματα,Philosophy,grc/diotogenes-kingship-rule-ejm-aa.grc.md,20643,555
hrq,hrq-ab,dioxippus-the-comic-poet,dioxippus-food-drink,Fragments on Food and Drink,Ἀποσπάσματα περὶ Τροφῆς καὶ Ποτοῦ,Comedy,grc/dioxippus-food-drink-hrq-ab.grc.md,1946,640
